0,0
0.01,0
0.02,0
0.03,0
0.04,0
0.05,0
0.06,0
0.07,1
0.08,0
0.09,0
0.1,0
0.11,0
0.12,0
0.13,1
0.14,1
0.15,1
0.16,0
0.17,1
0.18,6
0.19,10
0.2,10
0.21,25
0.22,48
0.23,60
0.24,103
0.25,131
0.26,170
0.27,206
0.28,260
0.29,236
0.3,254
0.31,225
0.32,186
0.33,164
0.34,149
0.35,112
0.36,110
0.37,87
0.38,70
0.39,86
0.4,96
0.41,99
0.42,105
0.43,117
0.44,126
0.45,144
0.46,151
0.47,183
0.48,220
0.49,213
0.5,264
0.51,254
0.52,295
0.53,295
0.54,293
0.55,279
0.56,285
0.57,275
0.58,262
0.59,300
0.6,333
0.61,428
0.62,457
0.63,585
0.64,667
0.65,765
0.66,880
0.67,897
0.68,921
0.69,855
0.7,775
0.71,699
0.72,627
0.73,463
0.74,426
0.75,361
0.76,324
0.77,264
0.78,255
0.79,239
0.8,240
0.81,214
0.82,244
0.83,244
0.84,229
0.85,229
0.86,207
0.87,215
0.88,218
0.89,262
0.9,283
0.91,290
0.92,298
0.93,244
0.94,293
0.95,322
0.96,352
0.97,389
0.98,516
0.99,531
1,630
1.01,747
1.02,762
1.03,781
1.04,827
1.05,818
1.06,773
1.07,715
1.08,674
1.09,587
1.1,542
1.11,479
1.12,441
1.13,438
1.14,376
1.15,420
1.16,437
1.17,420
1.18,420
1.19,458
1.2,455
1.21,413
1.22,402
1.23,418
1.24,390
1.25,366
1.26,350
1.27,355
1.28,363
1.29,328
1.3,332
1.31,383
1.32,382
1.33,379
1.34,381
1.35,400
1.36,416
1.37,454
1.38,476
1.39,548
1.4,512
1.41,619
1.42,691
1.43,769
1.44,814
1.45,941
1.46,1140
1.47,1188
1.48,1447
1.49,1595
1.5,1723
1.51,1786
1.52,1940
1.53,1981
1.54,1900
1.55,1874
1.56,1703
1.57,1611
1.58,1358
1.59,1234
1.6,1070
1.61,893
1.62,772
1.63,660
1.64,576
1.65,518
1.66,468
1.67,419
1.68,405
1.69,446
1.7,390
1.71,412
1.72,410
1.73,456
1.74,436
1.75,408
1.76,465
1.77,447
1.78,415
1.79,420
1.8,476
1.81,435
1.82,449
1.83,426
1.84,468
1.85,478
1.86,490
1.87,482
1.88,473
1.89,552
1.9,498
1.91,531
1.92,477
1.93,494
1.94,469
1.95,464
1.96,437
1.97,411
1.98,391
1.99,417
2,370
2.01,361
2.02,377
2.03,361
2.04,409
2.05,378
2.06,374
2.07,385
2.08,356
2.09,364
2.1,375
2.11,397
2.12,377
2.13,349
2.14,383
2.15,407
2.16,368
2.17,409
2.18,410
2.19,389
2.2,385
2.21,437
2.22,449
2.23,447
2.24,456
2.25,429
2.26,476
2.27,500
2.28,498
2.29,522
2.3,614
2.31,655
2.32,778
2.33,920
2.34,1173
2.35,1406
2.36,1705
2.37,2103
2.38,2456
2.39,2915
2.4,3069
2.41,3539
2.42,3663
2.43,3699
2.44,3765
2.45,3574
2.46,3518
2.47,3348
2.48,3347
2.49,3044
2.5,2996
2.51,2908
2.52,2756
2.53,2509
2.54,2364
2.55,2095
2.56,1967
2.57,1705
2.58,1491
2.59,1249
2.6,1059
2.61,816
2.62,693
2.63,522
2.64,477
2.65,415
2.66,362
2.67,383
2.68,361
2.69,371
2.7,389
2.71,374
2.72,376
2.73,399
2.74,424
2.75,405
2.76,371
2.77,365
2.78,337
2.79,314
2.8,319
2.81,279
2.82,295
2.83,273
2.84,246
2.85,245
2.86,231
2.87,224
2.88,248
2.89,206
2.9,232
2.91,234
2.92,220
2.93,209
2.94,230
2.95,261
2.96,244
2.97,243
2.98,227
2.99,263
3,233
3.01,248
3.02,248
3.03,213
3.04,249
3.05,233
3.06,231
3.07,224
3.08,236
3.09,259
3.1,261
3.11,262
3.12,249
3.13,254
3.14,266
3.15,257
3.16,251
3.17,300
3.18,288
3.19,268
3.2,258
3.21,248
3.22,244
3.23,249
3.24,306
3.25,244
3.26,238
3.27,258
3.28,246
3.29,273
3.3,216
3.31,236
3.32,238
3.33,230
3.34,240
3.35,199
3.36,214
3.37,215
3.38,227
3.39,221
3.4,230
3.41,210
3.42,208
3.43,227
3.44,189
3.45,218
3.46,236
3.47,204
3.48,203
3.49,227
3.5,178
3.51,192
3.52,214
3.53,185
3.54,228
3.55,229
3.56,218
3.57,226
3.58,229
3.59,213
3.6,206
3.61,221
3.62,227
3.63,240
3.64,216
3.65,244
3.66,200
3.67,198
3.68,224
3.69,202
3.7,264
3.71,217
3.72,208
3.73,232
3.74,196
3.75,236
3.76,200
3.77,219
3.78,195
3.79,198
3.8,184
3.81,183
3.82,220
3.83,206
3.84,240
3.85,181
3.86,206
3.87,198
3.88,209
3.89,220
3.9,237
3.91,186
3.92,190
3.93,209
3.94,189
3.95,201
3.96,194
3.97,210
3.98,195
3.99,204
4,219
4.01,187
4.02,194
4.03,178
4.04,208
4.05,219
4.06,209
4.07,216
4.08,207
4.09,179
4.1,197
4.11,194
4.12,185
4.13,223
4.14,186
4.15,189
4.16,193
4.17,194
4.18,194
4.19,197
4.2,218
4.21,200
4.22,180
4.23,199
4.24,212
4.25,190
4.26,199
4.27,192
4.28,195
4.29,187
4.3,190
4.31,227
4.32,210
4.33,205
4.34,226
4.35,200
4.36,203
4.37,190
4.38,195
4.39,190
4.4,195
4.41,198
4.42,217
4.43,192
4.44,216
4.45,197
4.46,195
4.47,189
4.48,190
4.49,203
4.5,196
4.51,233
4.52,183
4.53,195
4.54,206
4.55,193
4.56,205
4.57,216
4.58,193
4.59,188
4.6,203
4.61,175
4.62,186
4.63,227
4.64,186
4.65,182
4.66,168
4.67,160
4.68,181
4.69,205
4.7,201
4.71,189
4.72,191
4.73,182
4.74,192
4.75,194
4.76,189
4.77,199
4.78,176
4.79,181
4.8,195
4.81,230
4.82,190
4.83,173
4.84,187
4.85,189
4.86,177
4.87,164
4.88,198
4.89,179
4.9,187
4.91,148
4.92,179
4.93,198
4.94,187
4.95,162
4.96,176
4.97,171
4.98,174
4.99,193
5,188
5.01,199
5.02,163
5.03,182
5.04,185
5.05,184
5.06,179
5.07,183
5.08,184
5.09,178
5.1,172
5.11,197
5.12,187
5.13,181
5.14,167
5.15,175
5.16,193
5.17,214
5.18,188
5.19,187
5.2,176
5.21,172
5.22,167
5.23,158
5.24,162
5.25,199
5.26,177
5.27,157
5.28,159
5.29,181
5.3,181
5.31,181
5.32,172
5.33,176
5.34,178
5.35,158
5.36,175
5.37,190
5.38,170
5.39,196
5.4,173
5.41,148
5.42,168
5.43,167
5.44,159
5.45,146
5.46,166
5.47,186
5.48,179
5.49,169
5.5,177
5.51,155
5.52,148
5.53,172
5.54,153
5.55,163
5.56,173
5.57,168
5.58,155
5.59,170
5.6,170
5.61,155
5.62,167
5.63,161
5.64,167
5.65,181
5.66,175
5.67,161
5.68,167
5.69,155
5.7,168
5.71,174
5.72,174
5.73,164
5.74,169
5.75,150
5.76,162
5.77,173
5.78,172
5.79,165
5.8,172
5.81,146
5.82,159
5.83,148
5.84,155
5.85,170
5.86,162
5.87,167
5.88,156
5.89,147
5.9,157
5.91,203
5.92,175
5.93,171
5.94,155
5.95,163
5.96,171
5.97,144
5.98,179
5.99,151
6,178
6.01,184
6.02,151
6.03,168
6.04,151
6.05,141
6.06,159
6.07,164
6.08,170
6.09,156
6.1,141
6.11,138
6.12,136
6.13,146
6.14,150
6.15,155
6.16,152
6.17,161
6.18,163
