"Time (ps)"	"Channel 2 - Counts per bin"
0	190
10000000000	145
20000000000	162
30000000000	168
40000000000	148
50000000000	179
60000000000	163
70000000000	174
80000000000	149
90000000000	183
100000000000	168
110000000000	184
120000000000	184
130000000000	163
140000000000	174
150000000000	167
160000000000	159
170000000000	162
180000000000	140
190000000000	170
200000000000	149
210000000000	181
220000000000	158
230000000000	170
240000000000	171
250000000000	175
260000000000	193
270000000000	160
280000000000	161
290000000000	182
300000000000	185
310000000000	147
320000000000	188
330000000000	179
340000000000	167
350000000000	156
360000000000	165
370000000000	147
380000000000	175
390000000000	168
400000000000	162
410000000000	176
420000000000	134
430000000000	164
440000000000	173
450000000000	174
460000000000	168
470000000000	155
480000000000	155
490000000000	149
500000000000	153
510000000000	193
520000000000	168
530000000000	157
540000000000	176
550000000000	174
560000000000	150
570000000000	162
580000000000	178
590000000000	158
600000000000	152
610000000000	167
620000000000	171
630000000000	168
640000000000	149
650000000000	156
660000000000	179
670000000000	163
680000000000	158
690000000000	187
700000000000	156
710000000000	181
720000000000	134
730000000000	173
740000000000	158
750000000000	168
760000000000	174
770000000000	164
780000000000	157
790000000000	175
800000000000	151
810000000000	160
820000000000	160
830000000000	166
840000000000	165
850000000000	166
860000000000	170
870000000000	171
880000000000	159
890000000000	155
900000000000	188
910000000000	173
920000000000	166
930000000000	157
940000000000	149
950000000000	184
960000000000	177
970000000000	163
980000000000	164
990000000000	177
1000000000000	175
1010000000000	164
1020000000000	190
1030000000000	162
1040000000000	184
1050000000000	161
1060000000000	167
1070000000000	187
1080000000000	143
1090000000000	152
1100000000000	164
1110000000000	140
1120000000000	152
1130000000000	145
1140000000000	153
1150000000000	183
1160000000000	182
1170000000000	157
1180000000000	148
1190000000000	157
1200000000000	169
1210000000000	148
1220000000000	152
1230000000000	153
1240000000000	139
1250000000000	144
1260000000000	176
1270000000000	171
1280000000000	176
1290000000000	162
1300000000000	143
1310000000000	159
1320000000000	165
1330000000000	178
1340000000000	168
1350000000000	180
1360000000000	185
1370000000000	151
1380000000000	187
1390000000000	173
1400000000000	176
1410000000000	159
1420000000000	162
1430000000000	161
1440000000000	149
1450000000000	146
1460000000000	161
1470000000000	166
1480000000000	155
1490000000000	171
1500000000000	136
1510000000000	150
1520000000000	184
1530000000000	167
1540000000000	159
1550000000000	148
1560000000000	176
1570000000000	151
1580000000000	164
1590000000000	148
1600000000000	157
1610000000000	167
1620000000000	164
1630000000000	155
1640000000000	158
1650000000000	140
1660000000000	176
1670000000000	155
1680000000000	171
1690000000000	168
1700000000000	154
1710000000000	177
1720000000000	137
1730000000000	153
1740000000000	160
1750000000000	171
1760000000000	166
1770000000000	178
1780000000000	159
1790000000000	155
1800000000000	183
1810000000000	132
1820000000000	156
1830000000000	166
1840000000000	163
1850000000000	155
1860000000000	167
1870000000000	172
1880000000000	156
1890000000000	182
1900000000000	172
1910000000000	175
1920000000000	168
1930000000000	154
1940000000000	165
1950000000000	172
1960000000000	166
1970000000000	174
