"Time (ps)"	"Channel 2 - Counts per bin"
0	2503
10000000000	2666
20000000000	2657
30000000000	2529
40000000000	2404
50000000000	2516
60000000000	2627
70000000000	2732
80000000000	2512
90000000000	2380
100000000000	2545
110000000000	2827
120000000000	2748
130000000000	2548
140000000000	2402
150000000000	2623
160000000000	2701
170000000000	2758
180000000000	2554
190000000000	2419
200000000000	2565
210000000000	2613
220000000000	2779
230000000000	2520
240000000000	2429
250000000000	2466
260000000000	2689
270000000000	2774
280000000000	2473
290000000000	2440
300000000000	2415
310000000000	2787
320000000000	2668
330000000000	2406
340000000000	2286
350000000000	2476
360000000000	2751
370000000000	2678
380000000000	2436
390000000000	2443
400000000000	2515
410000000000	2694
420000000000	2724
430000000000	2510
440000000000	2394
450000000000	2509
460000000000	2650
470000000000	2676
480000000000	2614
490000000000	2429
500000000000	2520
510000000000	2706
520000000000	2696
530000000000	2370
540000000000	2362
550000000000	2458
560000000000	2683
570000000000	2590
580000000000	2592
590000000000	2502
600000000000	2425
610000000000	2618
620000000000	2677
630000000000	2476
640000000000	2504
650000000000	2598
660000000000	2549
670000000000	2604
680000000000	2598
690000000000	2421
700000000000	2447
710000000000	2678
720000000000	2665
730000000000	2581
740000000000	2434
750000000000	2561
760000000000	2644
770000000000	2625
780000000000	2575
790000000000	2385
800000000000	2546
810000000000	2605
820000000000	2687
830000000000	2503
840000000000	2423
850000000000	2581
860000000000	2606
870000000000	2654
880000000000	2599
890000000000	2389
900000000000	2493
910000000000	2640
920000000000	2691
930000000000	2563
940000000000	2461
950000000000	2506
960000000000	2707
970000000000	2648
980000000000	2555
990000000000	2481
1000000000000	2519
1010000000000	2660
1020000000000	2634
1030000000000	2544
1040000000000	2488
1050000000000	2537
1060000000000	2561
1070000000000	2745
1080000000000	2532
1090000000000	2479
1100000000000	2511
1110000000000	2653
1120000000000	2539
1130000000000	2610
1140000000000	2477
1150000000000	2481
1160000000000	2540
1170000000000	2625
1180000000000	2496
1190000000000	2441
1200000000000	2452
1210000000000	2680
1220000000000	2723
