X	Y
400.156862048283	57.7273471255452
400.638978749546	57.5931014682609
401.121095450809	57.3086704161232
401.603212152072	57.0001591801654
402.085328853335	56.792065965154
402.567445554598	56.7370191120677
403.049562255861	56.8006520083987
403.531678957124	56.8909189613497
404.013795658387	56.9200049977019
404.49591235965	56.8513025612481
404.978029060913	56.712470372111
405.460145762176	56.5733009504407
405.942262463439	56.5003636247854
406.424379164702	56.5151070336431
406.906495865965	56.5801236321328
407.388612567228	56.6238261525427
407.870729268491	56.5828305121019
408.352845969754	56.4388254417773
408.834962671017	56.2222319613202
409.31707937228	55.9916964372184
409.799196073543	55.790493166437
410.281312774806	55.6172060058065
410.763429476069	55.4201790130698
411.245546177332	55.1344735322138
411.727662878595	54.7199731022935
412.209779579858	54.1945977306261
412.691896281121	53.6287048728687
413.174012982384	53.1198888412228
413.656129683647	52.734917925813
414.13824638491	52.4724876993924
414.620363086173	52.258693648379
415.102479787436	51.9891435686318
415.584596488699	51.5797096967146
416.066713189962	51.0055164395205
416.548829891225	50.3132948054614
417.030946592488	49.6081912362676
417.513063293751	49.0142816622401
417.995179995014	48.6076515494529
418.477296696277	48.3757633334854
418.95941339754	48.2187689167701
419.441530098803	48.0252252559694
419.923646800066	47.7334997428189
420.405763501329	47.3647587514423
420.887880202592	46.9849816600295
421.369996903855	46.6547906001248
421.852113605118	46.3864206532376
422.334230306381	46.1431342975964
422.816347007644	45.8640356875522
423.298463708907	45.5074245923807
423.78058041017	45.0793508519597
424.262697111433	44.6378053315288
424.744813812696	44.2590262236352
425.226930513959	43.9915601703842
425.709047215222	43.82035165309
426.191163916485	43.6716335679405
426.673280617748	43.4498091445356
427.155397319011	43.0899762466811
427.637514020273	42.5958800325378
428.119630721537	42.0415322144054
428.6017474228	41.5416691046842
429.083864124063	41.1899529183265
429.565980825325	41.0207890513701
430.048097526588	40.9858899050471
430.530214227852	40.9879023549196
431.012330929114	40.9220887006611
431.494447630377	40.7314049283811
431.97656433164	40.4234034091497
432.458681032903	40.0552331482122
432.940797734166	39.6916260516629
433.422914435429	39.3641728419316
433.905031136692	39.0555625356301
434.387147837955	38.7152894796893
434.869264539218	38.2964466758424
435.351381240481	37.7903267225654
435.833497941744	37.2386365437582
436.315614643007	36.7164700382264
436.79773134427	36.2915963933231
437.279848045533	35.9819771394776
437.761964746796	35.7475771480932
438.244081448059	35.5148203438438
438.726198149322	35.2260614204107
439.208314850585	34.8685537193136
439.690431551848	34.4865389063294
440.172548253111	34.1534119997583
440.654664954374	33.9386971998158
441.136781655637	33.8625097506774
441.6188983569	33.8845092897931
442.101015058163	33.9203870342708
442.583131759426	33.8913058007348
443.065248460689	33.7640313938753
443.547365161952	33.5636300252657
444.029481863215	33.3527545220254
444.511598564478	33.1901217927545
444.993715265741	33.0930959374353
445.475831967004	33.0260135635149
445.957948668267	32.921345045893
446.44006536953	32.7194390357679
446.922182070793	32.4065726162931
447.404298772056	32.0231251214584
447.886415473319	31.6456267453765
448.368532174582	31.3400624537325
448.850648875845	31.1313180013785
449.332765577108	30.9874347875845
449.814882278371	30.8463152252028
450.296998979634	30.6494960342798
450.779115680897	30.3813150342092
451.26123238216	30.0769423041418
451.743349083423	29.8081067099902
452.225465784686	29.6393315534857
452.707582485949	29.5895491987044
453.189699187212	29.6176418723458
453.671815888475	29.6458071673829
454.153932589738	29.6006427504804
454.636049291001	29.448076196244
455.118165992264	29.2083457716656
455.600282693527	28.941809069543
456.08239939479	28.7180025417095
456.564516096053	28.575106780523
457.046632797316	28.5037769638728
457.528749498579	28.454327555496
458.010866199842	28.3774643519656
458.492982901105	28.2574830469583
458.975099602368	28.129314869426
459.457216303631	28.0535150452865
459.939333004894	28.083359599724
460.421449706157	28.2278143033286
460.90356640742	28.4477626221705
461.385683108683	28.6722425112158
461.867799809946	28.8374849868157
462.349916511209	28.9166664259194
462.832033212472	28.9300736681369
463.314149913735	28.9305169087413
463.796266614998	28.9709736025073
464.278383316261	29.0738814778403
464.760500017524	29.2180416697689
465.242616718787	29.3531478852473
465.72473342005	29.4296608755736
466.206850121313	29.4300329413051
466.688966822576	29.3776729337649
467.171083523839	29.3269090607453
467.653200225102	29.3292564245463
468.135316926365	29.4089153477514
468.617433627628	29.5475148268593
469.099550328891	29.7016282290427
469.581667030154	29.828137859378
470.063783731417	29.9143902857192
470.54590043268	29.9851279011754
471.028017133943	30.0922578670148
471.510133835206	30.2832799052492
471.992250536469	30.5729530819057
472.474367237732	30.9323435076287
472.956483938995	31.3052962426416
473.438600640258	31.6400498293375
473.920717341521	31.9157630100584
474.402834042784	32.1502016225394
474.884950744047	32.3834421812659
475.36706744531	32.6512515014666
475.849184146573	32.9618054905999
476.331300847836	33.2926678582253
476.813417549099	33.6048331872204
477.295534250362	33.8703800772579
477.777650951625	34.0893147700826
478.259767652888	34.2945521225041
478.741884354151	34.5315028915755
479.224001055414	34.8355631524209
479.706117756677	35.2070579175311
480.18823445794	35.6118994465073
480.670351159203	35.9971161687769
481.152467860466	36.3234025704979
481.634584561729	36.5868410831847
482.116701262992	36.8241686785997
482.598817964255	37.0943850125086
483.080934665518	37.4499119341242
483.563051366781	37.9102709665231
484.045168068043	38.4515013457689
484.527284769307	39.0203574624211
485.00940147057	39.5620414636414
485.491518171832	40.0499304325452
485.973634873095	40.4922283996144
486.455751574358	40.9241340852972
486.937868275621	41.3817929769388
487.419984976884	41.884390860655
487.902101678147	42.4233534081195
488.38421837941	42.9732484071517
488.866335080673	43.5082784103756
489.348451781936	44.0212683055543
489.830568483199	44.5278980696462
490.312685184462	45.0586201308682
490.794801885725	45.6387922166711
491.276918586988	46.2731518524607
491.759035288251	46.9419766729914
492.241151989514	47.6131307897573
492.723268690777	48.2602410612258
493.20538539204	48.8777566950823
493.687502093303	49.4832251429487
494.169618794566	50.1065110435177
494.651735495829	50.7718830818977
495.133852197092	51.4825998978516
495.615968898355	52.2199041176273
496.098085599618	52.9534380383796
496.580202300881	53.6614042754759
497.062319002144	54.341518305636
497.544435703407	55.0147606989895
498.02655240467	55.712435500365
498.508669105933	56.462412512077
498.990785807196	57.2733077216493
499.472902508459	58.1330157955918
499.955019209722	59.0165161402761
500.437135910985	59.9015485634491
500.919252612248	60.7794294452726
501.401369313511	61.6563220888665
501.883486014774	62.5451000095914
502.365602716037	63.452461886957
502.8477194173	64.369397045404
503.329836118563	65.2733704674553
503.811952819826	66.1381482539531
504.294069521089	66.9478827881639
504.776186222352	67.7056353067143
505.258302923615	68.4313292043949
505.740419624878	69.1522547217252
506.222536326141	69.887998379259
506.704653027404	70.6420119000365
507.186769728667	71.3994971701702
507.66888642993	72.1373454364679
508.151003131193	72.8350867029305
508.633119832456	73.4863445659835
509.115236533719	74.0996325945685
509.597353234982	74.692646200972
510.079469936245	75.2808878935748
510.561586637508	75.8699798635671
511.043703338771	76.4537488158176
511.525820040034	77.0195703111961
512.007936741297	77.5566427490928
512.49005344256	78.062205338131
512.972170143823	78.5426750419159
513.454286845086	79.0085121141227
513.936403546349	79.4669247031224
514.418520247612	79.9161430760007
514.900636948875	80.3452490610855
515.382753650138	80.739599111011
515.864870351401	81.0898258095983
516.346987052664	81.3969722768205
516.829103753927	81.6740371180422
517.31122045519	81.9394875762293
517.793337156453	82.2106686681424
518.275453857716	82.4949283253294
518.757570558979	82.7881878789192
519.239687260242	83.0789518695543
519.721803961505	83.3560089932171
520.203920662768	83.6141022669522
520.686037364031	83.8550290988639
521.168154065294	84.0842757306948
521.650270766557	84.3055213529849
522.13238746782	84.5165681805579
522.614504169083	84.7099176877311
523.096620870346	84.8766168055556
523.578737571609	85.0121907012841
524.060854272872	85.1208668388595
524.542970974135	85.2155842892502
525.025087675398	85.3133435435492
525.507204376661	85.4264611240213
525.989321077924	85.5576187934816
526.471437779187	85.6974694200137
526.95355448045	85.8308088778183
527.435671181713	85.9433194885021
527.917787882976	86.0294336062478
528.399904584239	86.0935343852605
528.882021285502	86.1468412435571
529.364137986765	86.2003831715318
529.846254688028	86.2591358808459
530.328371389291	86.3198800969551
530.810488090554	86.3736225223061
531.292604791817	86.4111003192035
531.77472149308	86.4278712923118
532.256838194343	86.4268260534236
532.738954895606	86.4160856751377
533.221071596869	86.4041542482355
533.703188298132	86.3943879901053
534.185304999395	86.3832747179668
534.667421700658	86.3621553336405
535.149538401921	86.3228713149232
535.631655103184	86.2618001964472
536.113771804447	86.1824904749627
536.59588850571	86.0930948151603
537.078005206973	86.0024263117219
537.560121908236	85.9145204206746
538.042238609499	85.8269262986353
538.524355310762	85.732585484407
539.006472012025	85.6251063561747
539.488588713288	85.5034824511259
539.97070541455	85.3742119607123
540.452822115814	85.2486861053359
540.934938817076	85.1380885406449
541.417055518339	85.0479386890595
541.899172219603	84.9749392374566
542.381288920865	84.9085814468333
542.863405622128	84.8358024816541
543.345522323391	84.7476102995267
543.827639024654	84.6416105423611
544.309755725918	84.5224510305569
