"Time (ps)"	"Channel 2 - Counts per bin"
0	14206
10000000000	14152
20000000000	14353
30000000000	14079
40000000000	14173
50000000000	14288
60000000000	14278
70000000000	14337
80000000000	14388
90000000000	14529
100000000000	14273
110000000000	14394
120000000000	14124
130000000000	14260
140000000000	14216
150000000000	14036
160000000000	14281
170000000000	14068
180000000000	14378
190000000000	14025
200000000000	14365
210000000000	14027
220000000000	14501
230000000000	14124
240000000000	14414
250000000000	14163
260000000000	13972
270000000000	14224
280000000000	14159
290000000000	14381
300000000000	14010
310000000000	14176
320000000000	14163
330000000000	14206
340000000000	14000
350000000000	14355
360000000000	13970
370000000000	14149
380000000000	14116
390000000000	14216
400000000000	14123
410000000000	14514
420000000000	14097
430000000000	14231
440000000000	14029
450000000000	14297
460000000000	14041
470000000000	14189
480000000000	14017
490000000000	14346
500000000000	13696
510000000000	14297
520000000000	13752
530000000000	14497
540000000000	14182
550000000000	14313
560000000000	14155
570000000000	14059
580000000000	14035
590000000000	14358
600000000000	14011
610000000000	14014
620000000000	13905
630000000000	14081
640000000000	14088
650000000000	13848
660000000000	14101
670000000000	14006
680000000000	13865
690000000000	14244
700000000000	14264
710000000000	14178
720000000000	14417
730000000000	14114
740000000000	14197
750000000000	14193
760000000000	14378
770000000000	14248
780000000000	14112
790000000000	14174
800000000000	14114
810000000000	13949
820000000000	14214
830000000000	14152
840000000000	14012
850000000000	13949
860000000000	13761
870000000000	13978
880000000000	14002
890000000000	14314
900000000000	14409
910000000000	14182
920000000000	14400
930000000000	14076
940000000000	13960
950000000000	14161
960000000000	13945
970000000000	14235
980000000000	14463
990000000000	13797
1000000000000	14404
1010000000000	14124
1020000000000	14385
1030000000000	14275
1040000000000	14582
1050000000000	14039
1060000000000	14982
1070000000000	14124
1080000000000	14660
1090000000000	14259
1100000000000	14376
1110000000000	14170
1120000000000	14426
1130000000000	14038
1140000000000	14340
1150000000000	14002
1160000000000	14497
1170000000000	14216
1180000000000	14056
1190000000000	14146
1200000000000	13975
1210000000000	14214
1220000000000	14481
1230000000000	14239
1240000000000	14068
1250000000000	14174
1260000000000	13955
1270000000000	14218
1280000000000	14198
1290000000000	14437
1300000000000	14066
1310000000000	14304
1320000000000	14209
1330000000000	14320
1340000000000	13962
1350000000000	14726
1360000000000	13932
1370000000000	14863
1380000000000	13994
1390000000000	14766
1400000000000	14237
1410000000000	14356
1420000000000	14109
1430000000000	14493
1440000000000	14237
1450000000000	14341
1460000000000	13986
1470000000000	14104
1480000000000	13938
1490000000000	14214
1500000000000	14370
1510000000000	14349
1520000000000	13897
1530000000000	14523
1540000000000	14210
1550000000000	14321
1560000000000	14181
1570000000000	14071
1580000000000	14173
1590000000000	14290
1600000000000	13821
1610000000000	14434
1620000000000	13636
1630000000000	14432
1640000000000	14216
1650000000000	14358
