"Time (ps)"	"Channel 2 - Counts per bin"
0	2178
10000000000	2179
20000000000	2212
30000000000	2093
40000000000	2233
50000000000	2224
60000000000	2100
70000000000	2079
80000000000	2096
90000000000	2189
100000000000	2196
110000000000	2136
120000000000	2304
130000000000	2103
140000000000	2111
150000000000	2217
160000000000	2170
170000000000	2192
180000000000	2147
190000000000	2209
200000000000	2142
210000000000	2155
220000000000	2070
230000000000	2220
240000000000	2061
250000000000	2151
260000000000	2218
270000000000	2113
280000000000	2221
290000000000	2297
300000000000	2167
310000000000	2271
320000000000	2096
330000000000	2130
340000000000	2146
350000000000	2106
360000000000	2193
370000000000	2112
380000000000	2174
390000000000	2266
400000000000	2206
410000000000	2251
420000000000	2124
430000000000	2175
440000000000	2285
450000000000	2042
460000000000	2331
470000000000	2128
480000000000	2222
490000000000	2166
500000000000	2100
510000000000	2102
520000000000	2206
530000000000	2074
540000000000	2261
550000000000	2050
560000000000	2109
570000000000	2224
580000000000	2174
590000000000	2115
600000000000	2135
610000000000	2169
620000000000	2234
630000000000	2180
640000000000	2212
650000000000	2133
660000000000	2156
670000000000	2108
680000000000	2100
690000000000	2144
700000000000	2107
710000000000	2078
720000000000	2215
730000000000	2131
740000000000	2182
750000000000	2182
760000000000	2072
770000000000	2136
780000000000	2134
790000000000	2219
800000000000	2060
810000000000	2214
820000000000	2112
830000000000	2229
840000000000	2066
850000000000	2198
860000000000	2210
870000000000	2187
880000000000	2116
890000000000	2154
900000000000	2072
910000000000	2233
920000000000	2130
930000000000	2093
940000000000	2174
950000000000	2151
960000000000	2028
970000000000	2119
980000000000	2143
990000000000	2212
1000000000000	2073
1010000000000	2265
1020000000000	2064
1030000000000	2218
1040000000000	2086
1050000000000	2168
1060000000000	2140
1070000000000	2200
1080000000000	2090
1090000000000	2184
1100000000000	2121
1110000000000	2098
1120000000000	2162
1130000000000	2050
1140000000000	2189
1150000000000	2156
1160000000000	2077
1170000000000	2178
1180000000000	2094
1190000000000	2205
1200000000000	2181
1210000000000	2228
1220000000000	2149
1230000000000	2077
1240000000000	2141
1250000000000	2194
1260000000000	2175
1270000000000	2088
1280000000000	2158
1290000000000	2064
1300000000000	2223
1310000000000	2179
1320000000000	2147
1330000000000	2106
1340000000000	2143
1350000000000	2114
1360000000000	2204
1370000000000	2103
1380000000000	2161
1390000000000	2167
1400000000000	2192
1410000000000	2205
1420000000000	2026
1430000000000	2241
1440000000000	2030
1450000000000	2174
1460000000000	2214
1470000000000	2123
1480000000000	2033
1490000000000	2221
1500000000000	2024
1510000000000	2245
1520000000000	2052
1530000000000	2076
1540000000000	2152
1550000000000	2076
1560000000000	2213
1570000000000	2114
1580000000000	2102
1590000000000	2138
1600000000000	2041
1610000000000	2180
1620000000000	2060
1630000000000	2115
1640000000000	2200
1650000000000	2102
1660000000000	2188
1670000000000	2153
1680000000000	2087
1690000000000	2140
1700000000000	2048
1710000000000	2138
1720000000000	2133
1730000000000	2162
1740000000000	2120
1750000000000	2195
1760000000000	2123
1770000000000	2212
1780000000000	2096
1790000000000	2159
1800000000000	2185
1810000000000	2135
1820000000000	2093
1830000000000	2245
1840000000000	2007
1850000000000	2244
1860000000000	2145
1870000000000	2131
1880000000000	2183
1890000000000	2143
1900000000000	2140
1910000000000	2081
1920000000000	2169
1930000000000	2161
1940000000000	2108
1950000000000	2129
1960000000000	2204
1970000000000	2146
1980000000000	2090
1990000000000	2198
2000000000000	2081
2010000000000	2182
2020000000000	2020
2030000000000	2182
2040000000000	2182
2050000000000	2058
2060000000000	2260
2070000000000	2091
2080000000000	2170
2090000000000	2109
2100000000000	2130
2110000000000	2072
2120000000000	2112
2130000000000	2163
2140000000000	2159
2150000000000	2131
2160000000000	2119
2170000000000	2040
2180000000000	2100
2190000000000	2229
2200000000000	2058
2210000000000	2233
2220000000000	2165
2230000000000	2248
2240000000000	2075
2250000000000	2191
