Temperature,I_523/I_661_mean,I_523/I_661_std
30.4,0.015333333333333332,0.0030550504633038928
33.5,0.016,0.0034641016151377543
39.5,0.0023333333333333335,0.002516611478423583
45.0,0.006666666666666667,0.007637626158259733
