Temperature,I_528/I_661_mean,I_528/I_661_std
30.4,0.026,0.0036055512754639887
33.5,0.025333333333333333,0.0020816659994661317
39.5,0.010666666666666666,0.005859465277082315
45.0,0.012333333333333333,0.0032145502536643188
