Temperature,I_528/I_555_mean,I_528/I_555_std
30.4,0.28099999999999997,0.034176014981270146
33.5,0.26699999999999996,0.01799999999999998
39.5,0.10066666666666667,0.05366873702010635
45.0,0.07966666666666666,0.015534906930308057
