Temperature,I_542/I_555_mean,I_542/I_555_std
30.4,0.9470000000000001,0.03559494346111535
33.5,0.8923333333333333,0.03478984526170439
39.5,0.949,0.01044030650891056
45.0,1.0456666666666665,0.05493025881363885
