Temperature,I_409/I_555_mean,I_409/I_555_std
30.4,0.09300000000000001,0.030512292604784715
33.5,0.082,0.02007485989988473
39.5,0.13166666666666668,0.023028967265887837
45.0,0.21633333333333335,0.0070237691685684995
