Temperature,I_523/I_542_mean,I_523/I_542_std
30.4,0.17333333333333334,0.04007908847932215
33.5,0.18933333333333333,0.035809682117177936
39.5,0.022000000000000002,0.02424871130596428
45.0,0.041,0.0468081189538738
