Temperature,I_409/I_542_mean,I_409/I_542_std
30.4,0.09900000000000002,0.03651027252705737
33.5,0.09300000000000001,0.025632011235952597
39.5,0.13833333333333334,0.024501700621249407
45.0,0.207,0.005999999999999978
