Temperature,I_542/I_661_mean,I_542/I_661_std
30.4,0.08800000000000001,0.0029999999999999923
33.5,0.08566666666666667,0.0032145502536643153
39.5,0.10133333333333333,0.002309401076758497
45.0,0.16366666666666665,0.0035118845842842528
