Temperature,I_523/I_555_mean,I_523/I_555_std
30.4,0.16333333333333333,0.03442867022313428
33.5,0.169,0.036097091295560095
39.5,0.020666666666666667,0.022722969289539017
45.0,0.041666666666666664,0.047247574893673996
