Temperature,I_409/I_528_mean,I_409/I_528_std
30.4,0.341,0.14666628787829875
33.5,0.306,0.05532630477449223
39.5,1.750333333333333,1.3057964364070431
45.0,2.797333333333333,0.5630846591173776
