Temperature,I_528/I_542_mean,I_528/I_542_std
30.4,0.2956666666666667,0.028536526301099346
33.5,0.2996666666666667,0.03073000705065547
39.5,0.10633333333333334,0.05686240703077328
45.0,0.076,0.016522711641858305
