Temperature,I_555/I_661_mean,I_555/I_661_std
30.4,0.09266666666666667,0.002309401076758503
33.5,0.09566666666666668,0.0028867513459481303
39.5,0.10666666666666667,0.0030550504633038945
45.0,0.15666666666666665,0.005507570547286107
