Temperature,I_409/I_523_mean,I_409/I_523_std
30.4,0.5786666666666668,0.1694530416762513
33.5,0.5206666666666667,0.2440334676501019
39.5,4.7924999999999995,1.9735350262916542
45.0,4.53,3.2328922035848953
