Temperature,I_523/I_528_mean,I_523/I_528_std
30.4,0.597,0.1850324295900586
33.5,0.6423333333333333,0.1743454425367447
39.5,0.15466666666666665,0.15705200837090028
45.0,0.48166666666666663,0.48351042732637456
