P1064_mW,Signal_percent,Signal_std_percent
10.25,0.34913428198468344,0.20007257632751052
14.3,0.3960326259930931,0.20483973476879605
21.0,0.5867475270133413,0.19032801494492818
36.65,0.6640405061361887,0.2373732276762267
43.6,0.882739540669924,0.16765494089246483
53.0,1.2249525015346112,0.19354069212541683
77.0,1.9627055732999619,0.18513116886504952
