50	853.39722
50.532299	854.95966
51.064598	853.71954
51.596897	849.06818
52.129196	849.29187
52.661495	851.5
53.193794	851.5
53.726093	851.5
54.258392	845.34454
54.790688	848.53705
55.322987	849.80951
55.855286	849.41315
56.387585	851.43408
56.919884	851.01959
57.452183	854.55347
57.984482	852.41302
58.516781	850.94568
59.04908	852.59656
59.581379	855.19464
60.113678	852.70721
60.645977	850.9798
61.178276	848.44141
61.710575	848.87482
62.242874	851.99188
62.775173	853.46246
63.307468	853.04858
63.839767	846.41083
64.37207	853.2666
64.904366	858.54816
65.436668	856.59357
65.968964	860.35504
66.501266	857.86609
67.033562	854.31537
67.565857	853.26819
68.09816	855.50879
68.630455	858.60986
69.162758	857.13715
69.695053	861.70172
70.227356	863.18347
70.759651	862.73077
71.291954	861.48566
71.824249	862.0567
72.356552	869.48761
72.888847	866.16687
73.42115	864.50671
73.953445	867.68829
74.485748	874.39862
75.018044	879.89032
75.550346	876.56879
76.082642	873.65363
76.614937	877.82794
77.14724	878.84015
77.679535	876.69586
78.211838	876.20013
78.744133	877.44611
79.276436	876.7052
79.808731	875.87445
80.341034	879.15045
80.873329	883.93073
81.405632	885.29504
81.937927	887.37219
82.47023	885.55035
83.002525	883.77826
83.534828	885.87238
84.067123	891.138
84.599426	894.71918
85.131721	888.48541
85.664017	889.14978
86.19632	887.40784
86.728615	886.85809
87.260918	888.13019
87.793213	889.64734
88.325516	900.04022
88.857811	892.32092
89.390114	888.32758
89.922409	888.54309
90.454712	892.24176
90.987007	897.7804
91.51931	885.30365
92.051605	887.72296
92.583908	892.17212
93.116203	893.67047
93.648499	891.8844
94.180801	889.39728
94.713097	882.7403
95.245399	892.31403
95.777695	891.71014
96.309998	889.4892
96.842293	892.63306
97.374596	897.94556
97.906891	897.52814
98.439194	888.31891
98.971489	882.43347
99.503792	887.63983
100.03609	894.41882
100.56839	881.74066
101.10069	891.72906
101.63299	887.13623
102.16528	891.15802
102.69758	892.79633
103.22988	889.45258
103.76218	893.81696
104.29448	885.0719
104.82677	890.15338
105.35908	884.31195
105.89137	880.12921
106.42368	887.56293
106.95597	900.7981
107.48827	892.05035
108.02057	889.13104
108.55287	888.16992
109.08517	893.10876
109.61747	899.22363
110.14977	893.289
110.68207	891.20032
111.21436	890.57867
111.74666	896.67169
112.27896	896.63611
112.81126	890.4931
113.34356	894.58051
113.87585	902.51337
114.40816	889.81226
114.94045	888.64777
115.47276	892.0423
116.00505	891.61316
116.53735	888.5199
117.06965	900.60828
117.60195	899.32379
118.13425	891.19513
118.66655	890.4718
119.19884	896.17914
119.73115	893.38635
120.26344	887.953
120.79574	894.56903
121.32804	893.39215
121.86034	893.24292
122.39264	894.74237
122.92493	889.58789
123.45724	886.66064
123.98953	896.72449
124.52184	893.01709
125.05413	891.45227
125.58643	893.11566
126.11873	887.64783
126.65103	893.50006
127.18333	897.01135
127.71563	889.01862
128.24792	882.95233
128.78023	884.53662
129.31252	890.55817
129.84482	895.15741
130.37712	884.29523
130.90942	889.87585
131.44171	893.26886
131.97401	893.49731
132.50632	897.49872
133.03862	892.06934
133.57091	893.91046
134.10321	894.70941
134.63551	891.02307
135.16782	889.59564
135.7001	896.46497
136.23241	902.32263
136.76471	886.63416
137.297	888.7049
137.8293	891.37701
138.3616	897.48615
138.89391	906.83118
139.42619	894.75903
139.9585	887.2218
140.4908	887.93231
141.0231	890.70557
141.55539	892.91083
142.08769	895.06195
142.62	899.54779
143.1523	892.00824
143.68459	891.57269
144.21689	892.68311
144.74919	891.23749
145.28149	890.09387
145.81378	897.67267
146.34608	895.15778
146.87839	893.37994
147.41068	896.30292
147.94298	899.05792
148.47528	897.46722
149.00758	892.20508
149.53987	895.55603
150.07217	898.14209
150.60448	896.73224
151.13678	895.7851
151.66907	895.92194
152.20137	895.13654
152.73367	897.23114
153.26598	898.133
153.79826	898.65326
154.33057	895.76636
154.86287	894.97467
155.39516	899.5636
155.92746	892.43414
156.45976	898.94244
156.99207	897.33447
157.52435	898.85138
158.05666	901.48279
158.58896	901.55121
159.12126	904.86432
159.65355	906.54419
160.18585	906.82031
160.71815	913.5636
161.25046	911.17688
161.78275	896.07416
162.31505	890.44092
162.84735	899.67084
163.37965	901.1806
163.91194	897.27435
164.44424	899.71729
164.97655	907.18042
165.50883	905.76398
166.04114	896.52863
166.57344	895.02881
167.10574	898.49469
167.63803	902.39362
168.17033	900.17633
168.70264	891.3075
169.23494	897.61664
169.76723	899.83527
170.29953	891.4444
170.83183	896.96973
171.36414	905.09937
171.89642	900.43604
172.42873	898.75452
172.96103	897.06982
173.49332	895.73737
174.02562	892.85742
174.55792	898.39252
175.09023	908.4527
175.62251	899.84625
176.15482	893.96259
176.68712	896.62769
177.21942	900.4104
