50	896.19928
50.532299	893
51.064598	893
51.596897	893.68243
52.129196	895.53094
52.661495	896.32233
53.193794	894.33167
53.726093	891.02374
54.258392	895.11359
54.790688	899.25067
55.322987	900.0437
55.855286	897.77454
56.387585	896.07068
56.919884	902.7016
57.452183	903.78998
57.984482	904
58.516781	899.97144
59.04908	899.14172
59.581379	910.72638
60.113678	916.53033
60.645977	909.37909
61.178276	907
61.710575	907.41858
62.242874	910.72705
62.775173	918.07465
63.307468	908.14172
63.839767	900.39294
64.37207	902.50879
64.904366	911.10052
65.436668	917.23431
65.968964	911.20123
66.501266	914.5199
67.033562	913.58344
67.565857	915.14978
68.09816	917
68.630455	918.37933
69.162758	924.08057
69.695053	926.56543
70.227356	922.2063
70.759651	918.9704
71.291954	919.37939
71.824249	923.92438
72.356552	933.0304
72.888847	938.00159
73.42115	935.68262
73.953445	939.43134
74.485748	943.70374
75.018044	940.38245
75.550346	937.06085
76.082642	931.29327
76.614937	946.78857
77.14724	944.59296
77.679535	932.30475
78.211838	934.21869
78.744133	941.69452
79.276436	940.40649
79.808731	939.37256
80.341034	941.74969
80.873329	946.73462
81.405632	949.6803
81.937927	940.54022
82.47023	944.69104
83.002525	949.67706
83.534828	951.11224
84.067123	947.52533
84.599426	941.10608
85.131721	941.93732
85.664017	941.23157
86.19632	938.60101
86.728615	940.01733
87.260918	941.11371
87.793213	933.56268
88.325516	938.55127
88.857811	929.9198
89.390114	924.64709
89.922409	930.55518
90.454712	942.75824
90.987007	946.91876
91.51931	936.10614
92.051605	935.7431
92.583908	933.099
93.116203	933.05542
93.648499	938.67749
94.180801	946.69073
94.713097	943.36212
95.245399	948.1709
95.777695	944.2738
96.309998	936.76019
96.842293	929.8623
97.374596	923.69141
97.906891	932.01282
98.439194	951.35425
98.971489	951.75153
99.503792	942.58636
100.03609	937.38824
100.56839	942.25012
101.10069	945.57916
101.63299	934.28741
102.16528	930.54742
102.69758	940.11462
103.22988	950.75031
103.76218	940.10883
104.29448	941.77368
104.82677	947.82452
105.35908	943.77698
105.89137	938.58228
106.42368	937.74823
106.95597	937.3006
107.48827	941.46484
108.02057	948.55194
108.55287	949.84601
109.08517	942.9928
109.61747	935.59821
110.14977	941.03894
110.68207	941.87323
111.21436	940.50476
111.74666	938.26691
112.27896	943.00775
112.81126	953.85736
113.34356	957.95416
113.87585	933.73334
114.40816	928.01447
114.94045	935.56519
115.47276	943.18994
116.00505	944.96619
116.53735	944.58014
117.06965	940.41064
117.60195	938.4718
118.13425	935.6413
118.66655	941.43756
119.19884	949.45831
119.73115	941.96143
120.26344	941.96075
120.79574	938.18768
121.32804	942.26746
121.86034	946.38348
122.39264	948.25562
122.92493	950.81464
123.45724	940.80231
123.98953	951.43695
124.52184	945.93365
125.05413	940.3913
125.58643	942.31244
126.11873	946.8161
126.65103	953.50531
127.18333	939.93335
127.71563	941.48346
128.24792	947.20129
128.78023	945.38287
129.31252	935.65576
129.84482	947.36584
130.37712	942.39465
130.90942	941.57672
131.44171	943.34485
131.97401	943.7348
