300 34.758928
303 24.214327
306 44.532862
309 14.221322
312 35.642824
315 22.831735
318 13.389833
321 17.659671
324 13.896805
327 33.413201
330 22.223689
333 21.001042
336 30.746295
339 27.543338
342 34.001855
345 36.216025
348 47.049621
351 50.53753
354 61.793167
357 72.788037
360 80.08112
363 86.047278
366 87.82574
369 86.721578
372 90.065154
375 91.836687
378 89.918003
381 87.205242
384 92.092295
387 90.038845
390 92.383076
393 91.744503
396 93.955544
399 93.959769
402 94.242436
405 93.432456
408 94.32548
411 92.393015
414 92.174425
417 92.964675
420 92.900557
423 92.630166
426 92.033955
429 91.23582
432 91.802196
435 91.677635
438 91.260545
441 91.564527
444 91.318962
447 91.375152
450 90.995837
453 91.254119
456 91.140324
459 91.186736
462 90.6709
465 91.154474
468 90.909774
471 90.929857
474 91.06853
477 90.922911
480 90.686036
483 90.333259
486 90.138716
489 90.368822
492 90.195461
495 90.278295
498 90.3703
501 90.457907
504 90.196774
507 90.100518
510 90.129008
513 89.704168
516 89.19711
519 88.599755
522 88.606057
525 88.506496
528 89.031656
531 89.07671
534 89.107282
537 89.178367
540 88.813918
543 89.080215
546 88.880941
549 88.693475
552 88.821724
555 88.810901
558 88.762412
561 88.739725
564 88.64273
567 88.419153
570 88.395066
573 88.323088
576 88.160667
579 88.030916
582 88.075391
585 87.906493
588 87.862415
591 87.868938
594 87.53374
597 87.463618
600 87.535398
603 87.332762
606 87.279056
609 87.242289
612 86.815687
615 86.863406
618 86.703007
621 86.539672
624 86.406248
627 86.458171
630 86.000311
633 85.8488
636 86.115877
639 86.024548
642 85.525784
645 85.284771
648 84.875836
651 84.495994
654 84.203318
657 84.352216
660 84.506831
663 84.393281
666 84.556548
669 84.404238
672 84.359518
675 84.320136
678 84.129528
681 84.212367
684 83.836907
687 83.807242
690 83.605476
693 83.400593
696 83.572572
699 83.365066
702 83.446405
705 83.166708
708 83.1559
711 82.94196
714 82.689917
717 82.774019
720 82.261068
723 82.163569
726 81.948271
729 82.048204
732 81.435299
735 81.403988
738 81.153079
741 81.071523
744 81.058488
747 80.733473
750 80.39461
753 80.527438
756 80.36669
759 80.109988
762 80.216696
765 79.961416
768 79.663756
771 79.449891
774 79.328151
777 79.002325
780 79.078148
783 78.831283
786 78.480701
789 78.485989
792 78.137273
795 77.977062
798 77.945636
801 77.718824
804 77.69073
807 77.644466
810 77.367808
813 77.302831
816 77.033778
819 77.232372
822 77.07064
825 77.400321
828 76.773541
831 76.730659
834 76.46936
837 76.584782
840 76.502498
843 76.316738
846 76.619007
849 75.960805
852 76.102895
855 76.24573
858 76.014065
861 75.822198
864 75.900115
867 75.846957
870 75.84102
873 75.773927
876 75.500615
879 75.453361
882 75.170347
885 75.193466
888 75.088429
891 75.132021
894 74.920118
897 74.638901
900 74.468523
903 74.493555
906 74.347228
909 74.022874
912 73.586746
915 73.538244
918 73.434684
921 72.954707
924 72.604131
927 72.38053
930 71.94502
933 71.848455
936 71.29307
939 71.041721
942 70.375833
945 70.359853
948 69.660027
951 69.214215
954 68.762302
957 68.317614
960 67.811757
963 67.340181
966 66.601009
969 65.837772
972 64.977021
975 63.973422
978 63.77849
981 64.192172
984 65.34937
987 66.345515
990 66.597889
993 67.175806
996 67.701181
999 68.26223
1002 68.696259
1005 69.288884
1008 69.609652
1011 69.79383
1014 70.432517
1017 70.515217
1020 70.766372
1023 71.166928
1026 71.17843
1029 71.634472
1032 71.579746
1035 71.708683
1038 71.595131
1041 71.655209
1044 71.588706
1047 71.603743
1050 71.759755
1053 71.548082
1056 71.72129
1059 71.562074
1062 71.652031
1065 71.588758
1068 71.365003
1071 71.361852
1074 71.469909
1077 71.506555
1080 71.610413
1083 71.530779
1086 71.594174
1089 71.405632
1092 71.740942
1095 71.198064
1098 71.462845
1101 72.640695
1104 72.665652
1107 72.524151
1110 72.360543
1113 72.303131
1116 72.316659
1119 72.189319
1122 72.142901
1125 72.055865
1128 72.064501
1131 71.989007
1134 71.798688
1137 71.763806
1140 71.785482
1143 71.687981
1146 71.639635
1149 71.628026
1152 71.520712
1155 71.531342
1158 71.504427
1161 71.460476
1164 71.464375
1167 71.39908
1170 71.463527
1173 71.505345
1176 71.507846
1179 71.53438
1182 71.504994
1185 71.637728
1188 71.609432
1191 71.644525
1194 71.680244
1197 71.713318
1200 71.759892
